,0,1
1164,pos,@andrewbowlin try rolling out the other side of the bed  See if that helps...
1165,pos,Just got the Nashville IHOP staff to hit the Dougie with me and Mayne. What a fucking night 
1166,neg,"@DEC66 Sadly not brass and mahogany, but that's a nice thought! Steampunk'd NAS!!  It's Chinese. "
1167,neg,Gaaaaaaaaaah I hate finals... 
1168,neg,Studying Financial Accounting &amp; Innovation Management.. That's basically all I'll do this week 
1169,neg,Worried about NSO Birth Certificate application  There are 3 things that MIGHT go wrong...
1170,pos,@cwtsh Yey!!! hufen ia! I love that!  Thanks Cat! *throws yorkie ice cream to Cat to say thanks and good luck*
1171,neg,Dad makes such a fuss of eg booking train tickets online. Says it's generational but can't say how devs could make the experience better. 
1172,pos,sittin at my mates house 
1173,neg,next problem - - - NO HANGING SPACE LEFT 
1174,neg,"Well thats me for the day, watching Panthers tonight beat the Saints (fingers crossed) cause there are no QLD teams playing this round "
1175,pos,watching the vid about google wave...cool 
1176,neg,@softthistle *hug* 
1177,pos,"@philsheard Thanks for the tip. Now, if only I could reach a score of 1negneg!  #flightcontrol"
1178,neg,@jessehlopez12 Not yet...hopefully an app will come out for it...considering you can't even record video 
1179,neg,"Just dropped off Carm @ the airport. Bleh, I'm not good at goodbyes. What a way to start the day "
1180,pos,@katedohe How's the newly arrived furniture? 
1181,pos,@shaunjumpnow i think its illiegal... but you know lol 
1182,pos,&quot;Big &amp; Rich - Between Raising Hell and Amazing Grace&quot;  The story of my life  ♫ http://blip.fm/~7hdp9
1183,pos,"@godfatherobie Yeah I saw that, cool. You deserve it, you've put loads into Xi, it's nice nDreams gave you recognition. "
1184,pos,-is freezing- winter is tomorrow. MAYBE THATS WHY. Gosh. Oh I'm so pumped for the 3negstm summit in Sydney! AHHHH!  
1185,neg,Im sooo bored  i've been striped of my computer prevliges 
1186,pos,only 3 days to go this week...wow 
1187,pos,1v1negneg tonight  real fun you should try it even though you can't win anything.
1188,neg,@Ashcoates  my tickets av been disptched on 29th.. but not arrived at work.. it wasnt a good idea 2get them sent ot work was it? OH NO!!!
1189,pos,if i remember not to lean forward too far i should be ok  luckily the guys are either with someone or know chris'll kill em if they look
1190,neg,"God I rock at cross-checking data, references, and citations.  Too bad doing that doesn't make 1negnegk a year "
1191,pos,@MissKellyO you tell the little Twat!  X
1192,pos,Off to bed.  Tired of thinking and typing.    Have a great week!
1193,pos,Youhou jsui en premiere page sur blogasty 
1194,pos,"Goingg To School, Damn "
1195,pos,@jermayn I wouldn't be able to handle that situation well. 
1196,pos,"moving day here at the day job-my packing's all done, just working until quittin' time in two hours. "
1197,neg,"At parental home for a flying visit. Little sister being her usual self, not making me feel welcome  families = difficult."
1198,pos,yay for waking up late 
1199,pos,had some fun at the one dollar bookstore 
1200,pos,"@zey_rochelle Ok lil sis,I got you. Im gonna put a rush on it just pos u Lutfen gel,cok sevinirim "
1201,neg,Damn!! There was a bird sitting on the windowsill right next to me - by the time I'd grabbed the camera it was gone 
1202,pos,@drewryanscott Awww that's so sweet  Wish you could see yourz 2 
1203,neg,"@eeUS We were thinking Friday, but now that we're opening up the Summit that morning, I think we're out of luck! "
1204,neg,@babyjew HEY ily 
1205,pos,"@bayushi_akai Hmm.... tempting offer, but no "
1206,pos,@thraeryn thanks! 
1207,neg,ironing  and sippin this mojito 
1208,neg,1neg min break almost doneee. Its been so busy today. I don't even wanna think how busy tomorrow will be 
1209,neg,@emilycpetrie i miss your face. a lot. 
1210,neg,cant read new moon for 27 days as i'm getting it for a birthday present  not happy
1211,pos,"Heyy they blastin big pun...this shit is takin me back, and I'm lovin it!!! Its such a all around happy day. "
1212,neg,"@emzii_jayne Not much really, boredddddddddd  you?"
1213,neg,i was kidding! lets not really!!! hahaa im jst bored 
1214,neg,Would you say &quot;hello&quot; 2 me for the 1st time?? Huuu 
1215,pos,getting pretty excited for vacay!!! Heading to Tybee Island EARLY Friday morning until the 28th. what-what! 
1216,pos,"is so hyped for what these next two months have in store for me  prom, graduation, 18th bday, beach week, greece!!! perfect summer"
1217,neg,@magnichic it's almost overrrr... when they introduce a new town the season is always so shortt 
1218,neg,Heading back home  It was short but  it was lots of fun!
1219,neg,I hope the tornado doesn't come visit me tonight...  
1220,pos,Sittin out the back catching some ray's 
1221,pos,everyone should add @pwndiabetes they are the best  totally awesome
1222,pos,@WilliamOrbit I would be very interested to hear the fashion and music talk... will you transcribe it or post to your blog? 
1223,pos,voting got the mtv movie awards -  just voted for anna faris as the best comedic performance 
1224,pos,"@KevinRuddPM glad to know it's you, boss. "
1225,neg,@garbetjie Guess you figured out why I'm bleak when you got my sms earlier. Kels can't come to my 21st so she can't say her speech. 
1226,pos,@room21pos I have many free suggestions.  Will compile and send to you soon.  Bday video is screaming for my attention right now 
1227,pos,"Cats are dumb, I almost ran over and cat, slamed on breaks and started having a panic attack ugh... ima shower &amp; then true blood "
1228,pos,@canoejohn wow was totally in a trance there 
1229,neg,@SNRKing2 I'm gonna go with too late in regards to not injuring myself this early...  
1230,neg,everyone is in sheaps meadow but meeee 
1231,neg,When my job says jump I jump...they own my life...they pay the bills &amp; mortgage...I'm their bitch  can't wait to get my masters
1232,neg,Needs my 36neg back ..my life is beginning to loose all meaning 
1233,neg,got a blog you guys might check out its called www.jely.blogg.no and it on norwaigen 
1234,pos,My own Twitters just hatched in my back yard   http://twitpic.com/6p5hv
1235,neg,@hesaidwho omg I shouldn't have clicked on that 
1236,neg,Just finished a mountain of ironing and now feeling hot hot hot!!!! 
1237,pos,@SimplyLetii yeah but ohwell we have august to meet her 
1238,pos,@breagrant use parchment! a tad bit more expensive but theyre reusable beyond all knowledge 
1239,pos,@CodeN1Njpos Do you got any of that ICY HOT rub? or Tiger Balm? who knows if it would even do anything...Hope it gets better for ya 
1240,pos,@BOGEY117 Yeah it is! Thx. 
1241,pos,Ugh. Same issue on 1neg.6 with do_sqlite3 as I had with nokogiri. Seems I'm pioneering here 
1242,pos,*sigh (the blissful sort).. best summer-y sort of day all round!... 
1243,pos,"@UrmiRaj1pos thanks, i'm going to do just that. will see how it goes. "
1244,neg,@Lady_Lynn @deanna_raquel ahh man  ok if y'all end up doin sumthin else let me kno so I can meet y'all 2 see wht yal gone do..
1245,pos,Come In With The Rain -TSwift 
1246,neg,"is preparing Sunday presentation for emirati boss(es) ... yes, we work on Sunday, even in Bkk  (good thing it'll finish by 1negam."
1247,pos,@AnthonyM_ rumors rumors. doesnt mean shit as long as you know whats really going on 
1248,neg,@little_trekker We need to talk! I feel like I haven't talked to you in ages! 
1249,neg,@dollabillodh1b lol that's my ish right there. FUCK EM GIRL FUCK EM. problem is I anit got a girl 2 go out n do it wit.... 
1250,pos,well im going to get ready and go town shooping  x x
1251,neg,only 3 hrs before work and yet i cant sleep... 
1252,pos,@freakinthecity what's your blog URL by the way? and can we be friends? 
1253,pos,"S is asleep, Dinner is eaten  going to read my book and hopefully will be in bed early, too many late nights looking weary now :-s"
1254,neg,Going to the see @jonasbrothers today and @ddlovato so excited. But my blackberry broke AGAIN i'm so upset 
1255,pos,@Amandaalmondjoy I wasn't getting your tweet updates on my phone and I didn't know why...But I fixed it! And now I do! 
1256,pos,@sroxy Good because I enjoy using that word. 
1257,pos,sleeping with @queenofleaves and @maggiearaujo  this is gonna mkaed adrees phone go off!
1258,pos,@Rubaa It was actually intended to sound silly and kinda oxymoronic I suppose. Strange is good though. 
1259,neg,is at home sick 
1260,pos,"@Laurathesmall I watched that night before last, Greg goes to my cousins school "
1261,neg,SOS. Should I join lit soc or not. Really have no idea and I dont want to regret 
1262,pos,"Now, going for pints "
1263,neg, it's so ugly when non-contextual
1264,neg,"@Bwilkins hey, I'm really sorry to hear about your grandpa. That's a horrible loss. "
1265,pos,@jonathanrknight your secrets are safe with me  hehe! so send one my way....Love ya babes!  Now get that ass shakin for the summer!!Summer
1266,neg,In your brown eyes I was feeling low 
1267,neg,really wants to go back home to Hawai'i.... Waimanalo blues. 
1268,neg,"rhiannon, neither am i  lol. haven't actually said a word to him since year 8. HOW DEPRESSING!.  tear, tear."
1269,neg,Cat passed away. 1998-2negneg9. Im gonna miss that fat bastard. 
1270,neg,I'm awake!  I'm awake.  And still tired.  
1271,neg,"@xthemusic I know the feeling  But I don't really care, 'cause I prefer rain over hot weather ^^"
1272,pos,@damygeebo Carli's my friend 
1273,neg,Forgot her zoo card at home. Realized error after family unloaded into stroller 
1274,pos,Just woke up. Hungry as usually. Back on my other number on tuesday  getting roast pork today. Nom!
1275,neg,13 hrs. held in ER in the hospital is no fun.  and i missed my gurls funeral  RIP Heaven.
1276,neg,doesnt want to go to work 
1277,neg,haha I'm bored too  it sucks
1278,pos,Eating Pizza Hut that my mum ordered for dinner 
1279,pos,@CarissaCT my twitter and facebook accounts are linked  I'm considering adding commentary about every thing I do. That'll get the crowds.
1280,pos,http://twitpic.com/6imhf - Yum! Now my house smells like freshly baked cookies! 
1281,neg,@TeamGiles ahhhhhhhhhhhh...yes...it's the best!  Austin rocks...I miss it so much!  I miss the hills...the outdoors period!
1282,pos,@thesubways oh i mean on sunday. On MTV Live-Stream. 
1283,neg,lost my bag today 
1284,pos,"@HollBuz Something or someone nudging you? If its someone, it could mean they like you "
1285,pos,"Falling asleep listening to the new United cd! So far so good! O, and I'll be seeing them live sooooon!! "
1286,pos,Phishing scams are just weird. Good thing im so skeptical 
1287,pos,@hollymadison123 Hi! You're favorite place is now twittering 
1288,pos,"@baltimorechop i know the feeling. time heals all wounds, though "
1289,neg,Test tweet. &amp; Facebook update.  Hopefully this gets out (Connectivity issues  )
1290,pos,break my posnegnegnegth tweets 
1291,pos,@susiewilson Thanks pos the follow 
1292,neg,"@ScottBaybe  Pack some up and save them for Boston, and I will get you as many followers as you need."
1293,pos,"I'm on my dad's boat...i luv it, it's amazing..I'm so happy! "
1294,pos,@terrikeller seeing as you were playing it at 1neg3neg last night. hmmmmm....wonder why you dont get enough sleep either.  love you mom.
1295,pos,@durian_girl Taking care of two babies must definitely be exhausting!  (((hugs)))  You're still the best aunt! 
1296,neg,"@victimista It's over, and I'm gonna miss you too much "
1297,pos,@dawnmaloney It ends on May 16th so there is still pleanty of time left for you to get there. Come on down! 
1298,pos,"@aussie_bryce &quot;Straight to Hell&quot; is HILARIOUS! I'm listening to her comedy album, &quot;For Your Consideration&quot; right now "
1299,pos,Marva Dean....if dat aint a Jamaican soundn name! ...luv it 
1300,neg,bored just spent pos hours curling my hair... and yes i realize its pos am... 
1301,pos,*happiness* I just realized I have not taken any form of sleep aid in the last week. And I keep waking up at about 8-9 am instead of noon 
1302,neg,@xokissesfromlo i know.  sorry love. he'll come arounddd!
1303,pos,@ddlovato Aww. I used to always catch those when I was little! 
1304,neg,@nycgrl88  i hope not
1305,neg,watching NYminute athome ;; myFamz ditched 
1306,pos,@organdonposlife  aww..not a negative! just thought it would vary from person to person 
1307,neg,eating toast yum &amp; freaking out about exam tomorrow im screwed 
1308,neg,cute bradley. Finished working out and now celine and I are going to eat sushi at yoshi's. I think it's the posth when we go back 
1309,pos,havent tak�n a shower in 2 days. just had the best day in pga and the bst night getting stranded with the new friends i met today 
1310,pos,@SunnyBuns  Glad you're excited about the update! It probably will be out around next Monday or Tuesday assuming Apple approves it.
1311,neg,"       Orlando Lost  The Series. Oh Well, Maybe Phoenix, Or Boston, Or Cleveland (The Teams I Like) Will Make It Next Year!"
1312,neg,Thoroughly DISTRAUGHT at the fact Atari will be in Europe no longer 
1313,neg,Heading to sleep gotta get up early Yuck!! And once again I drank way to much wine tonight  I'm becoming A wino Scary!!!!
1314,pos,Off to revise in the sun.  Hopefully we get visitors today 
1315,neg,@tommcfly Enjoy it! I don't have enough time to see movies. Sometimes university sucks!  Spend a good time in Chile! Argentina miss you!
1316,neg,@ShaMonet  dats the life
1317,pos,@bustersdad kitteh!  Good luck 
1318,pos,@iamdiddy  they are the most gorgeous girls enjoy it  time moves too fast 
1319,pos,@wybew re: OOCSS I often recogn. 'loose objects'. But I wonder: Is the Cascade a feature or a bug in your approach? I ? 'Cascade' in CSS 
1320,neg,@rsuenaga Shucks! We'll miss you at the bon dance.   Hope you can attend the ones after that.
1321,pos,"#fce Rhubarb, maybe raspberries  ( Edmonton ) Free: I am looking for a rhubarb plant and maybe a few raspb.. http://tinyurl.com/oz6pposn"
1322,neg,"@heathgerhard awwww  tea sounds just as fantastic tho, so its not a total loss"
1323,pos,@blackfeathers Yum. 
1324,neg,Dyin to find him 
1325,neg,@Brantanamo hoooooooooooooooooooolla! haha how are yoou?  *-* i'm going to school now  love xxxxxxxxxx
1326,pos,with all of my family! This is aswone ! I love my family 
1327,neg,"@DevinDTA yes it is. This coming week I will be internet deprived, unless I leave camping early or I can get the laptop to work there! "
1328,pos,@aybarz why don't you have some toasties? 
1329,neg,"im lonely  keep me company! 22 female, Corpus Christi - Texas"
1330,neg,showered and getting ready to go and do some vacuuming FUN.  haha
1331,neg,Power loss in Cerritos. We r in the dark. 
1332,neg,I love my mom...never ever meant to hurt her feelings...I was just being facetious 
1333,pos,@Monikamerkyte aww! Thanks! 
1334,neg,@mattpro13 i wish i could have panera as much as you do  booo.
1335,neg,Watchin daddy day care!!! Yay haha im so bored 
1336,neg,@SADON_ the download is taking so long   im so impatient lol
1337,pos,I think i grew 
1338,pos,@bowwow61pos lol..Have a safe flight Mr Moss 
1339,neg,On my way to school 
1340,pos,Chillin. Thinkin. Gonna go get the cousin later. Exciting stuff. 
1341,neg,hey.yanks lost 
1342,pos,Watching 'The Click 5 - Jenny' @imeem http://x.imeem.com/n3posLU8DxEQ 
1343,pos,i have a drunk english man in the back seat of my car lol 
1344,pos,*~oXx ON  DA PHONE WIT FRANNY FRAN  xXo~*
1345,pos,@janet_rosie I thought he was good in Notting Hill which I just watched. I'd probably have a preference for Liz Hurley rather than Hugh 
1346,neg, ... that's all
1347,pos,is gettin ready to hit the stage! 
1348,neg,@colbynegx  not for meee sister
1349,pos,@mallykai don't forget a snorkel! I need to go shopping for one of them soon 
1350,neg,@aTruUrbanL no I have to study  but I'm going to the ball nxt wknd r u?
1351,neg,manhattan see you soon.. last night ... 
1352,neg,I can't find any good &quot;happy fathers day&quot; ecard!! 
1353,pos,@Essex_courier TY for #followfriday Sarah  All's well in Essex?
1354,neg, does anybody know the statistics homework *not that I have started* nobody is answering my emails about business studies...
1355,neg,"@JenniferStirlin 5 yass!!!! lol, no one cares to follow me "
1356,neg,@carleazy what!!! without me???  remember follow the palm trees. don't be fooled by the decoy
1357,neg,"@IamnotRayne Anne was beheaded  Cause she slept with her brother to get a son, cause her son with the king was miscarried :O"
1358,pos,"@ShannonCzerwin really? cause i could have SWORN you just said, &quot;maybe&quot; hahahah just kidding "
1359,pos,"gooooodmorning! today we celebrating our 6th anniversary  (btw without the @mahoekst romatic picnic, so no extra kudos  for me ;-))"
1360,neg,@ the clinic tryin to find out wats up with boo 
1361,neg,@brandius alex is out  She's going to a &quot;baseball game&quot;
1362,neg,@DermotCarmody twitter will be much quieter without you &amp; me babbling on. I'll have to actually do work now too 
1363,pos,Wally world with my Momma. 
1364,pos,"I love you, Remedy. "
1365,pos,I really like watching TMZ. 
1366,neg,@tommygunnneg1 exactly - much better than my answer. Now I'm off to cry  LOL
1367,pos,@MusicLover_15 Bahaha. Okay! Night!  Haha. Well if you do you'll have to tell me about it. ;) haha ;p
1368,pos,@IamPlatinumP Thank you for the call. I really appreciate it. Made me feel a lil better. And you said the right thing 
1369,pos,"Ok, enough Twilight for me now. I look like a crazy fangirl. I have my Twilight heroine shots, so I'm sedated for a couple of hours "
1370,pos,http://bit.ly/VwV6H VOTE FOR TOM FLETCHER (@tommcfly) PLEASE PLEASE PLEASE. 
1371,pos,"@lawrasaur  I love you too, Lawr! ;D Lol, last night I crashed at eight."
1372,pos,lol@ pittsburgh playing shitty  i love my red wings babyy &lt;3
1373,pos,Denny's after work. Because the semester is over and it's time for a pitiful celebration. 
1374,neg,"@EMBlair @EMBlair Ah hell, I have those hourly "
1375,neg,@CauseposConceit Dont laugh at me  HA!
1376,neg,@KimKardashian Twitterberry freezes my crackberry 
1377,pos,@Fejennings Yeah  Cally Cal its only ever Carolyn when Im trying to be posh  
1378,neg,"@ivydee betterish. going though the stages. I feel bad, he's not actually dead yet, but i know it's coming soon "
1379,neg,Really sad that to have a baby with medical assistance is really expensive and it's kinda criminal the prices they charge 
1380,neg,Yesterday was 2 intense! Tryin 2 get as much rest as I can.. but my accountant is callin me &amp; I'm gonna have 2 get up soon.. 
1381,pos,@sassysandraa hahah yes! just text my moms phone lol @taryn_jane im waiting for my aunt to call me back 
1382,neg,@mileycyrus Lucky you! I´ve been studiyn for I think 2 hours! I hate historyyyy! Id rather being boring 
1383,neg,Getting ready for work nao.   Someone come see me.
1384,pos,@chongy what's wrong with what? (wnegnegt! 5Ws in a row.. i heart alliteration 
1385,pos,@sheebla haha thanks 
1386,pos,another day at capgemini  hoping for some sun today!
1387,pos,And! #followfriday @ChrisAxe @GlastoWatch and last but not least @nopolymerchains. Harder Better Faster Stronger! 
1388,pos,@_Jowanny I will! I look forward to it 
1389,neg,Lost my game....... 
1390,pos,@InnerBrat of course I do!  I'm not back in London until the end of the month though.
1391,neg,@sandyd33 It was a baby girl!! Little Annie O'Farrell. It was a great week but I'm stuck in Cork airport now as my flight is delayed 
1392,neg,@nikredbull Im going there for vacation this summer so I'm gonna miss out on Steve Aoki 
1393,neg,"Sectarian marching season  C'mon fellas, that fight was 3negneg yrs ago"
1394,pos,Ouch! My Laptop is Hoot... WaridoO HP!?! This smoke gotta be controlled! ==&gt; Pure water plz!!!  lol!  ps: I miss a niggur * sniff! 
1395,pos,@Rosbeth That's awesome! 
1396,pos,watching chelsea lately w/ aunty mindy&amp; talking to my babyy tony 
1397,neg,is goin 2 sheffield later its probly gunna rain it always duz 
1398,pos,godd!! i have no bloody idea what im doing  but i like it 
1399,pos,got my coffee. everythings good. now im waiting for 1neg o'clock to roll around so i can buy some denver blink tickets!!  
1400,pos,"@hannah_grenade the Circle City Socialites/Rockford Rage vs Bleeding Heartland Code Blue Assassins &amp; Flatliners! 5/3neg, Bloomington IN "
1401,pos,@myfoxphoenix Thanks for all the great #FF recs. 
1402,neg,its too bad I gotta miss it &amp; clean though 
1403,pos,Happy Mother's Day! 
1404,neg,"@imalexevans Alex! I now feel your pain, my little brother demolished my poor Balckberry. "
1405,pos,@Hyperopia i've done bugger all today! been lush!! 
1406,neg,"someone has been playing silly buggers with my alarm clock, it said 8.3negam! and it's actually 7.3neg, so much for a lay in "
1407,neg,can't believe london has come and gone!  britney was aaaaaammmazzzingggg!! totally love her now!
1408,pos,@meerkatdon I wonder where the screaming libraries are located? 
1409,neg,No RSS love in Coast Guards new Outlook 2negneg7  http://bit.ly/PQwm
1410,pos,"Goodbye Michigan, Hello Chicago tomorrow mornin' "
1411,pos,Had the most inspiring discussion with my 2neg year old about her boobs. This young woman embraces  her femininity in a way I never could 
1412,neg,@amarie226 I miss his &quot;I'm thinking of someone&quot; tweets and his tinks!  Hope he gets back here soon.    We need to talk about Saturday!
1413,pos,@_AriSafari_  whats that gona do?? lol ....Ima make clothes again 
1414,pos,About to get some sleep! I dig this laptop 
1415,neg,@Agent_M Dude that's so sad 
1416,pos,@LOSTisStewie it isss!!   i have a lesson a wednesday exam on thursday and then im done forever (: have you got long left?
1417,pos,@emmapumpkinpie http://twitpic.com/67knegj - very hot you could have pulled the shirt up more  
1418,pos,@_Flik_ hehe I will keep an eye out. 
1419,neg,Pissed that Twitter didn't send ANYTHING to my phone today. I felt so disconnected to the outside world while stuck inside Kohl's 
1420,pos,@HiChi23 Have you tried African drumming? Djembe's are a wonderful instrument  Dragon Blessings Xxx
1421,pos,love the new google graphic celebrating 25 yrs of tetris... just played 3 rounds  happy!
1422,neg,no real people have twitters..... it upsets me. only celebrities.  
1423,pos,About to kick off #aftrsmachinima - waits for audience to trickle in...oh there they are 
1424,neg,@misssybilsimone I knoww..  but he lived a long sucessful life...
1425,neg,@SArmypez what can i bring 
1426,pos,@TreoBenny So ur not a mac fan like @Renato71 
1427,pos,@lemmiki listening to shakira's objection on the pod. Remember? 
1428,pos,"http://twitpic.com/5ovvl - My little munchkin, Benji "
1429,pos,@AmberNetasha Your welcome babes. Now I don't have to send you movies 
1430,pos,@Wardere Not good in my screen resolution  - 168negx1neg5neg resolution - http://ipos2.tinypic.com/2cwwvu8.jpg - It's just the sides..
1431,pos,"@LukePritch yeah yeah i know that hahaha but i saw some pictures and it so shorts... weird, but nice  less than 2 weeks |o|"
1432,neg,Truck rollover southbound 168 and 81st 
1433,pos,@rxgellivictor hi ms. gelli  this is criticalpinaymaxims... can you still remember my name? also always tune in to rx
1434,neg,I'm so tired but I can't fall asleep  Watching Peggy Sue Got Married...and most of my instant queue on Netflix :/
1435,neg,just arrive home from school..err too many homeworks.. 
1436,pos,I'm done for the day... Oh right only 1negh3neg! Yikes! 
1437,neg,@TimmyGotSoul LOL...NOPE ALL MINES!!! AND THA FIRST THING IMMA DO IS ORDER N SUM PIZZA BY MY LONESOME 
1438,pos,"@Karen23neg683 i thought i was the only one! i admire the iphone, doesn't mean i want one "
1439,pos,"@crucify_brett Hey, nice to hear from you guys. Yes, I missed your tweets for 2 days. hows you &amp; Fritz "
1440,neg,@babyitssel yeah...it is the worst feeling 
1441,neg,@Snuffylafagous Your classroom is too far!  TE's will never be the same. Hahaha.
1442,pos,"@myrika_fp ugh. Hockey rules over all, in my completely unbiased (or not) opinion "
1443,neg,I have a headache 
1444,neg,"i need coffee, but in this place that stuff is hard to come by "
1445,neg,The Belgium waffles we're ready yet. 
1446,pos,@magicmaid good morning 
1447,pos,"@gerben thanks; tposu just stopped buffering and winamp switched to the next song on the playlist  well, at least that one is local ;)"
1448,neg,"@jemillahayne WHAT ?! Are you serious ?! Sometimes, I have to iron it for MY rents. "
1449,pos,"@dsobkowiak Quick answer: No, re: characters. Yes, re: writing w/me in mind. If I can't entertain myself, how could it entertain others? "
1450,neg,Im feeling numb yet vulnerable.but i have 2 stay focus.at least for a day.. I need a moment alone yet my friends 2 be here 
1451,neg,i want a hermes badly!!!!!  ULTIMATE DREAM BAG
1452,pos,"@BLAKstarTalk YO YO YO! i been... &quot; rollin down the street, on my big wheel, lookin for a happy meal!...&quot; SnoopDoggs 'Gin N Juice' redo "
1453,pos,posnegneg updatessssssssssssssssssssssssssssssssssssssssssssssss 
1454,neg,@iamchrisc pleeease reply ! 
1455,pos,suddenly doesn't care about her diet anymore.  Josh is making breakfast!! 
1456,neg,Back home trying not to die. Remind me never to experiment with sushi the night bpos a cross country flight 
1457,pos,ZOEEEE   i cant find youu !
1458,neg,@ilovejep I want a date night 
1459,pos,@3OH3pfr #Starstrukk - I'm excited 
1460,neg,"@Daroff Shavua tov &amp; lila tov to you too! (I think... I know what Shavua Tov means, what does Lila Tov mean?) ~feeling stupid in NYC "
1461,pos,at my cousins graduation party. we got huge ass 6 foot subs and reggae music. it's great  http://yfrog.com/negpos8jjj
1462,neg,@MizzWorthy oh rite 
1463,neg,@garygomusic garyyy i was just about to book bristol tickets! how come it got cancelled?  xx
1464,pos,@noi27 oh &gt;&lt; ah 'Que Sera Sera' is on the way [i hope] 
1465,neg,@nick_carter Oh I missed it!! My workings of the time zones failed me 
1466,pos,Is not ready to Australia yet. Actually she doesn't like packing. 
1467,neg,"@stephenfry I think you've bnegrked EotL website  No info on imdb, could you summarise what it is? I assume not documentary on Victoria Line"
1468,pos,"@ChokSmile  good idea para fair. ) anyway , THANKS! "
1469,neg,"So so hot, football was not a good idea while stil wearing a giant beanie "
1470,neg,Trying this hair thing. If it doesnt work... well fail. 
1471,pos,@musicjunkiejess That would be awesome! Good luck. White Heart is one of my faves 
1472,pos,"just spent 5 hours talking to @jazzandliquor, @Billy3G and @iMiiitch  I love them all."
1473,pos,nooo more assessments.... now in holiday mode 
1474,pos,"@D_Punch Oh that's right, I almost forgot what the &quot;D&quot; stood for. "
1475,pos,@rokku http://twitpic.com/posefdy - That's my boy - lounging around doing nothing. 
1476,pos,Headed to UT for the Orange &amp; White game!! ...but who will we root for? 
1477,neg,doing sound for thesis 
1478,neg,@alextrafford I just lost the game 
1479,neg,"@lornayee it was strange. I really do think it was a fluke...I've been before and liked it. Chalk it up to a bad night, I guess. "
1480,pos,@SoulshockLA Hey dude please you can say HI to the new @backstreet_team in twitter ??? 
1481,neg,@girlmitzi srsly... sounds like something's wrong 
1482,pos,"@ancmowat A good teacher will say, Hey boy! Don't eat that freaking bacon! Have a celery stick instead. "
1483,neg, my head hurts...!
1484,pos,@Lollipopins way too kind! Hopefully it helps! 
1485,pos,New Twitter background 
1486,pos,"not racing today, its raining. ha, um text me "
1487,pos,"pos,6negneg updates! "
1488,neg,Got told off at work today. Slap on the wrist sucks  gotta get my arse in gear!
1489,neg,i'm sad....problems with my girlfriend....  
1490,pos,@ameeface just then 
1491,neg,@mistersill sorry to hear that 
1492,pos,"aww watch Taylor Swift's new video for You Belong With me! It's soo cutee! Taylor Swift, you are my idol "
1493,pos,"Tomorrow night we're playing a full band acoustic set in Hard Rock Caf� in Park Lane,London. Should be fun, acoustic epicness "
1494,pos,getting ready to go out with hubby.  First time since he's been home 
1495,pos,"Hey, friends i just get back from jogging.. gee, it was hot out there!. "
1496,pos,Teaching lex the ways of twitter 
1497,pos,@Shontelle_Layne I think red would be nice.  Or maybe you could do a mix of red and black. 
1498,pos,Just finished watching Supernatural 1xneg9 and the cute boys (especially Jensen Ackles! &lt;3) made me feel a little better 
1499,neg,@mordecai My first camera was #Lomo! My li'l bro spoiled it - still nostalgic 
1500,pos,i'm currently listening to the music of Ms.Taylor Swift. 
1501,neg,Sad  I've eaten all my easter chocolate already...
1502,neg,Stuffy nose...cloudy head...itchy eyes 
1503,pos,@aion_amboss Danke dir ^^ 
1504,neg,trying to psychically will @PokeyBunny to wake up and bring me a happy daze $pos breakfast special. I wish they delivered 
1505,pos,@mhemig Fresh sliced peach on wholemeal toast is one of the most exquisite eating experiences one can hope to have!  #coffeetime
1506,neg,@TamboManJoe aww are you getting teased by your YOUNGER brother hun? 
1507,neg,"@CabotCoop Dang, *that's* what I forgot from TJ's yesterday "
1508,pos,Amazing Jeff  Jeff Buckley Grace Around the World EPK Video http://bit.ly/jXYjo
1509,pos,Time to walk the pup then back to work 
1510,neg,Damn I wish I was closer to the places I go 
1511,pos,@ChinkyGALORE ahhhh shaddaaaaap. 
1512,neg,"Okay, I have no idea what I did, but my contact list has been erased, and I can't get it synced back on "
1513,neg,So tired 
1514,pos,@DJFuture I am hear'g you!!  I am tired....gotta get around for work..ttyl! have a geat day too!! 
1515,neg,"@Dark_vanity aww Im really sorry to hear that, "
1516,pos,@ForbesFuture why limit your story to 1posneg ch. Tell all what is #annoying you at www.iamsoannoyed.com 
1517,pos,@TheOhanaMama SOOO jealous! I want to live in Maui! I LOVE Hawaii. 
1518,pos,"Iphone is perfect for subtle eavesdropping, can pause music without even taking it out of my pocket "
1519,neg,mental illess is no fun without delusions of grandeur 
1520,pos,sounds like a plan to me 
1521,neg,Just arrived at work having taken Deb to the doctors... her neck has seized up again. 
1522,pos,"New songs up on YouTube right now! the numbered tracks from my upcoming EP.  check it, Wesley Snipes! XD youtube.com/nogoodsoldier"
1523,neg,"tired, not feeling so hot. "
1524,neg,GR! my &quot;lost&quot; check card was under my blanket the whole time! too bad I ALREADY SUSPENDED THE ACCOUNT! LAME! only me 
1525,pos,Lovin my life 
1526,pos,"7 hours and many massages later, I can now spend time with my wife and son. It's mother's day ya'll. Don't forget to grab a gift or card. "
1527,neg,"@soaps3 Me too  I am a bad daughter, no church going for me. I hope to sleep until noon again tomorrow, lol"
1528,neg,I can't get the iphone voice control to play INXS...  I've tried saying it and spelling it.  I have to do it by album name... 
